artist,song,time,bpm,year,genre,details,album,track num
Bob Carlisle,Butterfly Kisses [Radio Edit],4:59,82.8,1997,Pop/Blues,../track/HOTTRACK_044/HOTTRACK_044-17.html,Hott Tracks 044,17
Bob Carlisle,Butterfly Kisses,4:59,83.5,1997,Pop/Blues,../track/POBO1997_005/POBO1997_005-11.html,Promo Only - Best of 1997 - Disc 5,11
Mariah Carey,Butterfly,4:31,108.1,1997,Pop/R&B,../track/HOTTRACK_055/HOTTRACK_055-01.html,Hott Tracks 055,1
Mariah Carey,Butterfly,4:33,108.1,1997,Pop/R&B,../track/POBO1997_005/POBO1997_005-05.html,Promo Only - Best of 1997 - Disc 5,5
The People Movers,C-Lime Woman,4:13,129.0,1997,Electronica,../track/RTHMMETH_002/RTHMMETH_002-05.html,Rhythm Method 2,5
Le Click,Call Me [Radio Mix - No Rap],3:43,136.0,1997,Electronica,../track/POWERTRK_145/POWERTRK_145-04.html,Power Trakks 145,4
Genesis,Calling All Stations,5:43,88.3,1997,Rock,../track/GENESIS__CAS/GENESIS__CAS-01.html,Calling All Stations,1
3rd Party,Can U Feel It,4:11,127.9,1997,Pop,../track/HOTTRACK_044/HOTTRACK_044-11.html,Hott Tracks 044,11
First Base,Can You Keep a Secret [Hypnotic Edit],3:43,144.0,1997,Rock,../track/HOTTRACK_051/HOTTRACK_051-07.html,Hott Tracks 051,7
Filter&The Crystal Method,(Can You) Trip Like I Do,4:22,119.5,1997,Soundtrack/Rock,../track/HOTTROCK_020/HOTTROCK_020-10.html,Hott Rocks 020,10
Nelson,(Can't Live Without Your) Love And Affection,3:56,121.3,1997,Rock,../track/DTRANDOM_022/DTRANDOM_022-01.html,Dance Time - Random Tracks - 022,1
Puff DaddyFeaturingMase,Can't Nobody Hold Me Down [Radio Edit],4:22,94.0,1997,Rap,../track/HOTTRACK_050/HOTTRACK_050-12.html,Hott Tracks 050,12
The Blues Brothers,Can't Turn You Loose,2:24,151.6,1997,Soundtrack/Blues,../track/BLUESBRS_ST2/BLUESBRS_ST2-07.html,The Blues Brothers 2000,7
Ibrahim Ferrer,Candela,5:29,101.6,1997,World,../track/BUENAVSC_STD/BUENAVSC_STD-09.html,Buena Vista Social Club,9
Elton John,Candle In The Wind 1997,4:11,111.9,1997,Pop/Rock,../track/DTRANDOM_053/DTRANDOM_053-03.html,Dance Time - Random Tracks - 053,3
Cornershop,Candyman,3:48,92.6,1997,Rock/Pop,../track/CORNRSHP_7TH/CORNRSHP_7TH-13.html,When I Was Borth For The 7th Time,13
Donald Byrd,Cantaloupe Island,6:49,109.5,1997,Jazz,../track/HOTJAVJZ_001/HOTJAVJZ_001-03.html,Hot Java Jazz,3
CTX,Capability,5:01,83.5,1997,Electronica,../track/TDRUMBAS_02B/TDRUMBAS_02B-05.html,This Is... Drum & Bass 2 - Disc B,5
Our Lady Peace,Car Crash,5:07,118.2,1997,Rock/Pop,../track/OURLADYP_CLM/OURLADYP_CLM-11.html,Clumsy,11
Our Lady Peace,Carnival,4:36,148.1,1997,Rock,../track/HOTTROCK_023/HOTTROCK_023-18.html,Hott Rocks 023,18
Our Lady Peace,Carnival,4:48,148.1,1997,Rock,../track/OURLADYP_CLM/OURLADYP_CLM-03.html,Clumsy,3
Blues Traveler,Carolina Blues,4:02,95.6,1997,Rock,../track/HOTTROCK_018/HOTTROCK_018-03.html,Hott Rocks 018,3
Savage Garden,Carry on Dancing,3:45,100.2,1997,Rock/Pop,../track/SAVGARDN_STD/SAVGARDN_STD-06.html,Savage Garden,6
Tia,Cars [Elevation Radio Mix],3:43,124.9,1997,Fast Dance,../track/HOTTRACK_054/HOTTRACK_054-14.html,Hott Tracks 054,14
Tonic,Casual Affair,3:22,106.8,1997,Rock,../track/HOTTROCK_012/HOTTROCK_012-17.html,Hott Rocks 012,17
Sunscreem,Catch,3:34,132.0,1997,Electronica,../track/ALLSTARS_097/ALLSTARS_097-14.html,Dance All Stars 97,14
Sunscreem,Catch [Andy Ling Foc Vocal],4:04,132.9,1997,Fast Dance,../track/HOTTRACK_057/HOTTRACK_057-04.html,Hott Tracks 057,4
Voyager Kru,Chain Reaction,5:44,163.5,1997,Electronica,../track/TDRUMBAS_02A/TDRUMBAS_02A-10.html,This Is... Drum & Bass 2 - Disc A,10
Compay Segundo,Chan Chan,4:17,107.4,1997,World,../track/BUENAVSC_STD/BUENAVSC_STD-01.html,Buena Vista Social Club,1
Dan Aykroyd,Cheaper to Keep Her,3:17,126.6,1997,Soundtrack/Blues,../track/BLUESBRS_ST2/BLUESBRS_ST2-04.html,The Blues Brothers 2000,4
John Mellencamp,Check It Out,4:20,105.8,1997,Rock/Pop,../track/JONMLCMP_GH1/JONMLCMP_GH1-13.html,The Best That I Could Do,13
Cornershop,Chocolat,1:22,161.7,1997,Rock,../track/CORNRSHP_7TH/CORNRSHP_7TH-04.html,When I Was Borth For The 7th Time,4
Tricky,Christiansands,3:48,115.1,1997,Electronica,../track/HOTTRACK_038/HOTTRACK_038-16.html,Hott Tracks 038,16
The Dinning Sisters&Bob Atcher,Christmas Island,2:30,122.0,1997,Christmas,../track/XMHIPHOL_001/XMHIPHOL_001-03.html,Hip Holiday - Disc 1,3
Celine Dion,The Christmas Song,4:13,107.6,1997,Christmas,../track/XMSPSTAR_001/XMSPSTAR_001-04.html,Superstar Christmas,4
Backstreet Boys,Christmas Time,4:15,144.0,1997,Christmas/Pop,../track/XMSPSTAR_001/XMSPSTAR_001-07.html,Superstar Christmas,7
Drew's Famous,Christmas to Remember [Disco Mix],3:29,102.9,1997,Christmas/Country,../track/XMASDREW_001/XMASDREW_001-12.html,Drew's Famous Christmas Party Music,12
The Boston Pops Orchestra,Christmastime Is Here,2:59,110.2,1997,Christmas,../track/XMBESTOF_HL2/XMBESTOF_HL2-10.html,The Best of the Holidays - Disc 2,10
Ben Folds Five,Cigarette,1:37,109.9,1997,Rock,../track/BENFOLD5_WEA/BENFOLD5_WEA-08.html,Whatever and Ever Amen,8
Rosie Gaines,Closer Than Close,3:42,120.8,1997,Electronica,../track/HOTTRACK_060/HOTTRACK_060-14.html,Hott Tracks 060,14
Leonard Cohen,Closing Time,6:00,95.9,1997,Rock,../track/MUCHMORE_01B/MUCHMORE_01B-07.html,Much More Music - Disc B,7
Zuckerbaby,Clouds,2:04,131.0,1997,Rock,../track/ZUKRBABY_STD/ZUKRBABY_STD-08.html,Zuckerbaby,8
Our Lady Peace,Clumsy,4:26,85.0,1997,Rock,../track/HOTTROCK_015/HOTTROCK_015-03.html,Hott Rocks 015,3
Our Lady Peace,Clumsy,4:29,85.0,1997,Rock,../track/OURLADYP_CLM/OURLADYP_CLM-07.html,Clumsy,7
Our Lady Peace,Clumsy,3:58,85.0,1997,Rock,../track/POBO1997_004/POBO1997_004-12.html,Promo Only - Best of 1997 - Disc 4,12
Mr. President,Coco Jamboo,3:37,100.0,1997,Pop/Electronica,../track/POBO1997_001/POBO1997_001-04.html,Promo Only - Best of 1997 - Disc 1,4
Denis Leary,Coffee,7:56,99.2,1997,Comedy,../track/DENLEARY_LNL/DENLEARY_LNL-06.html,Lock 'N Load,6
Bush,Cold Contagious,3:53,130.7,1997,Rock,../track/HOTTROCK_016/HOTTROCK_016-03.html,Hott Rocks 016,3
Chicago,Color My World,2:59,157.9,1997,Rock/Pop,../track/CHICAGO__G1A/CHICAGO__G1A-07.html,Chicago - The Very Best Of: Only The Beginning - Disc A,7
Solina,Come Back to My Heart,3:15,128.8,1997,Fast Dance,../track/HOTTRACK_051/HOTTRACK_051-06.html,Hott Tracks 051,6
Toad the Wet Sprocket,Come Down,3:09,130.0,1997,Rock,../track/HOTTROCK_016/HOTTROCK_016-11.html,Hott Rocks 016,11
Save Ferris,Come on Eileen,3:45,112.2,1997,Alternative,../track/HOTTROCK_021/HOTTROCK_021-12.html,Hott Rocks 021,12
Us3,Come on Everybody (Get Down),3:45,110.1,1997,Rock/Jazz,../track/HOTTRACK_038/HOTTRACK_038-11.html,Hott Tracks 038,11
Shania Twain,Come on Over,2:54,153.0,1997,Country,../track/SHANIATW_COO/SHANIATW_COO-06.html,Come On Over,6
Rhythm Masters,Come On Y'all,3:57,132.9,1997,Electronica,../track/HOTTRACK_057/HOTTRACK_057-02.html,Hott Tracks 057,2
Indira Varma,Come Paint My Breasts With Sandalwood,0:34,110.6,1997,Soundtrack,../track/KAMSUTRA_ST1/KAMSUTRA_ST1-17.html,Kama Sutra: A Tale of Love - Original Motion Picture Soundtrack,17
Aphex Twin,Come to Daddy [Pappy Mix],4:19,162.2,1997,Electronica,../track/HOTTRACK_060/HOTTRACK_060-17.html,Hott Tracks 060,17
Cornershop,Coming Up,1:03,106.1,1997,Rock,../track/CORNRSHP_7TH/CORNRSHP_7TH-09.html,When I Was Borth For The 7th Time,9
Genesis,Congo,4:52,95.7,1997,Rock,../track/GENESIS__CAS/GENESIS__CAS-02.html,Calling All Stations,2
Genesis,Congo,3:11,95.8,1997,Rock/Pop,../track/HOTTROCK_020/HOTTROCK_020-07.html,Hott Rocks 020,7
Kurt Elling,Cool Yule,3:28,139.3,1997,Christmas,../track/XMCOOLYL_001/XMCOOLYL_001-03.html,Cool Yule - Disc 1,3
Jamiroquai,Cosmic Girl [Classic Mix],9:19,120.1,1997,Rock/Electronica,../track/HOTTRACK_037/HOTTRACK_037-12.html,Hott Tracks 037,12
Rick McGhie,Country Home [Live],2:51,87.4,1997,Easy,../track/RKMCGHIE_LV1/RKMCGHIE_LV1-11.html,Rick McGhie,11
Dave Matthews Band,Crash Into Me,4:18,101.2,1997,Rock/Pop,../track/POBO1997_002/POBO1997_002-05.html,Promo Only - Best of 1997 - Disc 2,5
Alegra,Crave,4:00,130.0,1997,Dance 1990s,../track/ALLSTARS_097/ALLSTARS_097-16.html,Dance All Stars 97,16
Rome,Crazy Love [Radio Edit],4:11,93.1,1997,R&B,../track/HOTTRACK_058/HOTTRACK_058-15.html,Hott Tracks 058,15
Jars of Clay,Crazy Times,3:33,94.0,1997,Christian,../track/HOTTROCK_021/HOTTROCK_021-13.html,Hott Rocks 021,13
Alana Davis,Crazy,5:10,115.6,1997,Rock/Pop,../track/ALNADAVS_BIM/ALNADAVS_BIM-06.html,Blame It on Me,6
Mark Morrison,Crazy,3:43,101.0,1997,Pop/Rock,../track/HOTTRACK_043/HOTTRACK_043-03.html,Hott Tracks 043,3
Fiona Apple,Criminal,4:42,89.9,1997,Rock/Pop,../track/HOTTROCK_020/HOTTROCK_020-20.html,Hott Rocks 020,20
Zhane,Crush,2:55,94.9,1997,Rap,../track/HOTTRACK_047/HOTTRACK_047-12.html,Hott Tracks 047,12
Headstones,Cubically Contained,4:34,99.4,1997,Rock,../track/HOTTROCK_017/HOTTROCK_017-12.html,Hott Rocks 017,12
112,Cupid [Radio Edit],4:07,87.8,1997,R&B,../track/HOTTRACK_040/HOTTRACK_040-13.html,Hott Tracks 040,13
Lisa May,The Curse of Voodoo Ray,3:56,128.9,1997,Dance 1990s,../track/RTHMMETH_002/RTHMMETH_002-13.html,Rhythm Method 2,13
Wynton Marsalis,D' In The Key Of 'F' (Now The Blues),5:19,97.8,1997,Jazz,../track/WYNTMARS_JSJ/WYNTMARS_JSJ-05.html,Jump Start and Jazz - Two Ballets by Wynton Marsalis,5
Oasis,D'You Know What I Mean,6:05,160.3,1997,Pop/Rock,../track/HOTTRACK_049/HOTTRACK_049-14.html,Hott Tracks 049,14
N-Trance,D.I.S.C.O,4:23,125.9,1997,Pop,../track/ALLSTARS_097/ALLSTARS_097-12.html,Dance All Stars 97,12
Red 5,Da Beat Goes...,3:46,137.0,1997,Fast Dance,../track/HOTTRACK_051/HOTTRACK_051-08.html,Hott Tracks 051,8
Trio,Da Da Da,3:21,132.6,1997,Pop/Rock,../track/HOTTRACK_048/HOTTRACK_048-01.html,Hott Tracks 048,1
Freak Nasty,Da Dip [Exclusive Remix],4:10,134.3,1997,R&B,../track/ALLSTARS_097/ALLSTARS_097-20.html,Dance All Stars 97,20
Freak Nasty,Da Dip,3:51,131.8,1997,Rap,../track/HOTTRACK_044/HOTTRACK_044-02.html,Hott Tracks 044,2
Freak Nasty,Da Dip,3:51,134.3,1997,Rock/Rap,../track/POBO1997_004/POBO1997_004-10.html,Promo Only - Best of 1997 - Disc 4,10
Daft Punk,Da Funk,5:28,111.3,1997,Electronica,../track/DAFTPUNK_HMW/DAFTPUNK_HMW-04.html,Homework,4
Daft Punk,Da Funk,5:19,111.3,1997,Electronica,../track/HOTTRACK_041/HOTTRACK_041-08.html,Hott Tracks 041,8
Daft Punk,Da Funk,2:41,111.3,1997,Pop/Rock,../track/POBO1997_005/POBO1997_005-14.html,Promo Only - Best of 1997 - Disc 5,14
EPMD,Da Joint,3:27,89.6,1997,Rap,../track/HOTTRACK_057/HOTTRACK_057-12.html,Hott Tracks 057,12
N-TranceFeaturingRod Stewart,Da Ya Think I'm Sexy,4:14,112.2,1997,Pop,../track/HOTTRACK_058/HOTTRACK_058-07.html,Hott Tracks 058,7
Daft Punk,Daftendirekt,2:44,111.0,1997,Electronica,../track/DAFTPUNK_HMW/DAFTPUNK_HMW-01.html,Homework,1
Blink-182,Damit,2:46,109.4,1997,Rock,../track/BIGSHN90_01A/BIGSHN90_01A-01.html,Big Shiny 90s - Disc A,1
Blink-182,Dammit (Growing Up),2:45,109.7,1997,Soundtrack/Rock,../track/HOTTROCK_021/HOTTROCK_021-02.html,Hott Rocks 021,2
Wang Chung,Dance Hall Days [Remix],3:37,127.0,1997,Rock/Pop,../track/HOTTRACK_044/HOTTRACK_044-15.html,Hott Tracks 044,15
Wang Chung,Dance Hall Days [Flashing Back To Happiness 7'' Mix],3:38,127.0,1997,Rock/Pop,../track/WANGCHNG_GH1/WANGCHNG_GH1-14.html,Greatest Hits,14
Selena,Dance Medley,4:03,125.1,1997,Pop,../track/HOTTRACK_042/HOTTRACK_042-08.html,Hott Tracks 042,8
Beenie ManFeaturingChevelle Franklyn,Dancehall Queen [Bonzai Edit],2:58,101.7,1997,Reggae,../track/HOTTRACK_051/HOTTRACK_051-10.html,Hott Tracks 051,10
Wynton Marsalis,The Dance,3:38,110.7,1997,Jazz,../track/WYNTMARS_JSJ/WYNTMARS_JSJ-09.html,Jump Start and Jazz - Two Ballets by Wynton Marsalis,9
Busta Rhymes,Dangerous,3:37,103.0,1997,Rap,../track/HOTTRACK_059/HOTTRACK_059-16.html,Hott Tracks 059,16
Amanda Marshall,Dark Horse,4:29,93.9,1997,Rock,../track/HOTTRACK_039/HOTTRACK_039-03.html,Hott Tracks 039,3
Mila Mason,Dark Horse,3:58,194.7,1997,Pop/Rock,../track/WOMNSONG_001/WOMNSONG_001-14.html,Women & Songs,14
Counting Crows,Daylight Fading,3:47,132.1,1997,Rock,../track/HOTTROCK_016/HOTTROCK_016-12.html,Hott Rocks 016,12
Ibrahim Ferrer,De Camino a La Vereda,5:04,96.6,1997,World,../track/BUENAVSC_STD/BUENAVSC_STD-02.html,Buena Vista Social Club,2
Beck,Deadweight,4:38,124.9,1997,Soundtrack,../track/HOTTROCK_022/HOTTROCK_022-10.html,Hott Rocks 022,10
Denis Leary,Deaf Mute Cocktail Party,2:22,111.5,1997,Comedy,../track/DENLEARY_LNL/DENLEARY_LNL-05.html,Lock 'N Load,5
Catherine Wheel,Delicious,3:54,126.0,1997,Rock,../track/HOTTROCK_020/HOTTROCK_020-17.html,Hott Rocks 020,17
The Mighty Mighty Bosstones,Desensitized,2:03,103.9,1997,Rock,../track/MTYBOSST_LFI/MTYBOSST_LFI-11.html,Let's Face It,11
Dinah Washington,Destination Moon,2:37,127.1,1997,Slow,../track/ULTLOUNG_015/ULTLOUNG_015-19.html,"Ultra Lounge 15: Wild, Cool & Swingin' Too!",19
The Gandharvas,Diabloloney,3:05,114.8,1997,Rock,../track/GHANDARV_S4S/GHANDARV_S4S-10.html,Sold for a Smile,10
The Wallflowers,The Difference,3:47,132.4,1997,Rock/Pop,../track/HOTTROCK_016/HOTTROCK_016-09.html,Hott Rocks 016,9
Holly Palmer,Different Languages,4:01,123.7,1997,Fast Dance,../track/HOTTRACK_038/HOTTRACK_038-02.html,Hott Tracks 038,2
Big Sugar,Diggin' a Hole,4:38,112.1,1997,Rock,../track/HITZONE__003/HITZONE__003-11.html,Hit Zone 3,11
Yvonne,Dime Si Me Quieres,4:33,114.0,1997,Latin,../track/MERENGMX_001/MERENGMX_001-12.html,Merengue Mixes Y Mas Mixes...,12
AC/DC,Dirty Eyes,3:17,156.2,1997,Rock,../track/HOTTROCK_022/HOTTROCK_022-01.html,Hott Rocks 022,1
Death in Vegas,Dirt,3:50,105.1,1997,Soundtrack,../track/HOTTRACK_057/HOTTRACK_057-05.html,Hott Tracks 057,5
U2,Discotheque [DM Deep Extended Club Mix],9:59,127.2,1997,Rock,../track/HOTTRACK_040/HOTTRACK_040-01.html,Hott Tracks 040,1
U2,Discotheque,4:31,120.4,1997,Rock,../track/HOTTROCK_014/HOTTROCK_014-01.html,Hott Rocks 014,1
U2,Discotheque,4:36,120.4,1997,Rock,../track/POBO1997_005/POBO1997_005-07.html,Promo Only - Best of 1997 - Disc 5,7
U2,Discotheque,5:18,120.3,1997,Rock/Pop,../track/U2_______POP/U2_______POP-01.html,Pop,1
Eric Serra,The Diva Dance,1:33,120.0,1997,Soundtrack,../track/DTRANDOM_042/DTRANDOM_042-11.html,Dance Time - Random Tracks - 042,11
Genesis,The Dividing Line,7:44,120.1,1997,Rock/Pop,../track/GENESIS__CAS/GENESIS__CAS-07.html,Calling All Stations,7
Yvette Michele,DJ Keep Playin' (Get Your Music On) [Radio Mix],3:27,121.5,1997,Fast Dance,../track/HOTTRACK_060/HOTTRACK_060-09.html,Hott Tracks 060,9
Drew's Famous,Do They Know It's Christmas? (Feed the World) [Disco Mix],3:10,118.0,1997,Christmas,../track/XMASDREW_001/XMASDREW_001-03.html,Drew's Famous Christmas Party Music,3
Sass Jordan,Do What I Can,3:44,84.0,1997,Rock,../track/HOTTROCK_023/HOTTROCK_023-12.html,Hott Rocks 023,12
U2,Do You Feel Loved,5:07,113.2,1997,Rock,../track/U2_______POP/U2_______POP-02.html,Pop,2
Robyn,Do You Know (What It Takes) [Do You Know (What It Takes)],3:40,100.0,1997,Pop/Rock,../track/HOTTRACK_050/HOTTRACK_050-04.html,Hott Tracks 050,4
Robyn,Do You Know (What It Takes),3:31,100.0,1997,Pop/Rock,../track/POBO1997_003/POBO1997_003-04.html,Promo Only - Best of 1997 - Disc 3,4
Rome,Do You Like This,4:07,107.9,1997,R&B/Pop,../track/HOTTRACK_051/HOTTRACK_051-15.html,Hott Tracks 051,15
Peter Cetera,Do You Love Me That Much,3:34,141.5,1997,Rock/Pop,../track/HOTTRACK_052/HOTTRACK_052-16.html,Hott Tracks 052,16
Jocelyn Enriquez,Do You Miss Me,3:25,126.6,1997,Dance 1990s,../track/DANCEUSA_097/DANCEUSA_097-09.html,Dance Mix Usa 97,9
Weeping Tile,Dogs And Thunder,5:10,115.5,1997,Rock/Pop,../track/WOMNSONG_001/WOMNSONG_001-16.html,Women & Songs,16
Shania Twain,Don't Be Stupid (You Know I Love You),3:34,122.0,1997,Country,../track/SHANIATW_COO/SHANIATW_COO-04.html,Come On Over,4
Shania Twain,Don't Be Stupid (You Know I Love You),3:34,122.0,1997,Country,../track/SHANIATW_GH1/SHANIATW_GH1-10.html,Greatest Hits,10
Madonna,Don't Cry for Me Argentina [Radio Edit],4:47,112.8,1997,Pop/Rock,../track/HOTTRACK_036/HOTTRACK_036-01.html,Hott Tracks 036,1
Madonna,Don't Cry for Me Argentina [Miami Mix],6:53,127.0,1997,Pop,../track/HOTTRACK_036/HOTTRACK_036-09.html,Hott Tracks 036,9
Madonna,Don't Cry for Me Argentina,4:27,127.0,1997,Pop,../track/POBO1997_004/POBO1997_004-05.html,Promo Only - Best of 1997 - Disc 4,5
Frank Sinatra,"Don't Cry Joe (Let Her Go, Let Her Go, Let Her Go)",3:21,124.1,1997,Easy,../track/FRANKSIN_G1B/FRANKSIN_G1B-15.html,Portrait of Sinatra - Disc B,15
Oasis,Don't Go Away,4:46,162.2,1997,Rock,../track/HOTTROCK_021/HOTTROCK_021-14.html,Hott Rocks 021,14
Awesome 3FeaturingJulie McDermott,Don't Go,3:24,135.8,1997,Dance 1990s,../track/DANCEUSA_097/DANCEUSA_097-13.html,Dance Mix Usa 97,13
Awesome 3FeaturingJulie McDermott,Don't Go [Dancing Divaz Radio Mix],4:02,134.1,1997,Rock/Pop,../track/HOTTRACK_043/HOTTRACK_043-09.html,Hott Tracks 043,9
Le ClickFeaturingKayo,Don't Go [Radio Edit],3:56,130.0,1997,Electronica/Pop,../track/HOTTRACK_053/HOTTRACK_053-08.html,Hott Tracks 053,8
Blackstreet,Don't Leave Me,4:21,163.1,1997,R&B,../track/HOTTRACK_041/HOTTRACK_041-12.html,Hott Tracks 041,12
En Vogue,Don't Let Go,4:17,156.8,1997,Rock,../track/THEN_____02A/THEN_____02A-04.html,Then 2 Disc A,4
Oasis,Don't Look Back in Anger,4:48,112.3,1997,Rock/Pop,../track/HITZONE__003/HITZONE__003-10.html,Hit Zone 3,10
INXS,Don't Lose Your Head,3:28,115.0,1997,Rock,../track/POWERTRK_166/POWERTRK_166-05.html,Power Trakks 166,5
Erasure,Don't Say Your Love Is Killing Me,3:44,126.0,1997,Rock/Pop,../track/HOTTRACK_049/HOTTRACK_049-03.html,Hott Tracks 049,3
Clueless,Don't Speak,3:46,136.5,1997,Electronica,../track/HOTTRACK_045/HOTTRACK_045-03.html,Hott Tracks 045,3
Livin' Joy,Don't Stop Movin',4:48,130.0,1997,Electronica,../track/ALLSTARS_097/ALLSTARS_097-07.html,Dance All Stars 97,7
Cool for August,Don't Wanna Be Here,3:33,124.4,1997,Rock,../track/HOTTROCK_016/HOTTROCK_016-06.html,Hott Rocks 016,6
Joe,Don't Want to Be a Player [Radio Version],4:17,163.5,1997,R&B,../track/HOTTRACK_046/HOTTRACK_046-05.html,Hott Tracks 046,5
Paula Cole,Don't Want to Wait,4:05,88.7,1997,Rock/Pop,../track/HOTTRACK_050/HOTTRACK_050-15.html,Hott Tracks 050,15
Paula Cole,Don't Want to Wait,4:06,88.5,1997,Rock/Pop,../track/POBO1997_001/POBO1997_001-14.html,Promo Only - Best of 1997 - Disc 1,14
Great Big Sea,Donkey Riding,2:25,120.2,1997,Rock,../track/GRBIGSEA_PLY/GRBIGSEA_PLY-05.html,Play,5
Ibrahim Ferrer,Dos Gardenias,3:04,125.4,1997,World,../track/BUENAVSC_STD/BUENAVSC_STD-05.html,Buena Vista Social Club,5
McAuley Boys,Down Down Down,3:54,111.2,1997,Dance 1990s,../track/ALLSTARS_097/ALLSTARS_097-11.html,Dance All Stars 97,11
Nastyboy Klick,Down for Yours,4:03,94.0,1997,R&B/Rap,../track/HOTTRACK_053/HOTTRACK_053-04.html,Hott Tracks 053,4
The Gandharvas,Downtime,4:06,104.8,1997,Rock,../track/GHANDARV_S4S/GHANDARV_S4S-01.html,Sold for a Smile,1
The Gandharvas,Downtime,3:36,104.8,1997,Rock,../track/HOTTROCK_022/HOTTROCK_022-12.html,Hott Rocks 022,12
Noise Therapy,Down,3:56,120.0,1997,Alternative,../track/HOTTROCK_024/HOTTROCK_024-10.html,Hott Rocks 024,10
Summercamp,Drawer,3:58,91.8,1997,Rock,../track/HOTTROCK_017/HOTTROCK_017-09.html,Hott Rocks 017,9
Forest for the Trees,Dream,3:15,99.0,1997,Fast Rock,../track/HOTTROCK_020/HOTTROCK_020-16.html,Hott Rocks 020,16
Bran Van 3000,Drinking in L.A.,3:56,86.6,1997,Rock,../track/BIGSHINY_002/BIGSHINY_002-06.html,Big Shiny Tunes 2,6
Rush,Driven,4:25,100.1,1997,Rock,../track/HOTTROCK_015/HOTTROCK_015-09.html,Hott Rocks 015,9
Everything but the Girl,Driving [Todd Terry Remix],5:18,125.1,1997,Pop,../track/HOTTRACK_037/HOTTRACK_037-05.html,Hott Tracks 037,5
Republica,Drop Dead Gorgeous [Radio Edit],3:29,135.8,1997,Rock,../track/HOTTROCK_012/HOTTROCK_012-13.html,Hott Rocks 012,13
The Beta Band,Dry the Rain,6:05,150.2,1997,Soundtrack/Rock,../track/HIFIDLTY_ST1/HIFIDLTY_ST1-08.html,High Fidelity,8
Rammstein,Du Hast,3:54,125.1,1997,Rock/Soundtrack,../track/MATRX____ST1/MATRX____ST1-12.html,The Matrix,12
Me & My,Dub I Dub,3:09,139.0,1997,Dance 1990s,../track/EUROANTH_001/EUROANTH_001-10.html,Euro Anthems,10
Delerium,Duende,4:02,110.1,1997,Alternative,../track/HOTTRACK_055/HOTTRACK_055-15.html,Hott Tracks 055,15
Cyndi Lauper,Early Christmas Morning,3:42,93.2,1997,Christmas/Pop,../track/XMSPSTAR_001/XMSPSTAR_001-18.html,Superstar Christmas,18
Eliades Ochoa,El Carretero,3:30,85.4,1997,World,../track/BUENAVSC_STD/BUENAVSC_STD-08.html,Buena Vista Social Club,8
Ry Cooder,El Cuarto De Tula,7:25,105.6,1997,World,../track/BUENAVSC_STD/BUENAVSC_STD-03.html,Buena Vista Social Club,3
Yvonne,El Poder De Las Mujeres,4:26,139.8,1997,Latin,../track/MERENGMX_001/MERENGMX_001-13.html,Merengue Mixes Y Mas Mixes...,13
Duran Duran,Electric Barbarella,5:19,129.1,1997,Rock/Pop,../track/DURNDURN_MED/DURNDURN_MED-03.html,Medazzaland,3
Duran Duran,Electric Barbarella [Tee's Club Mix],5:48,128.9,1997,Fast Dance,../track/HOTTRACK_053/HOTTRACK_053-16.html,Hott Tracks 053,16
The Chemical Brothers,Electrobank,3:53,134.0,1997,Electronica,../track/HOTTRACK_053/HOTTRACK_053-11.html,Hott Tracks 053,11
R.E.M.,Electrolite,4:02,122.7,1997,Rock,../track/HOTTROCK_013/HOTTROCK_013-10.html,Hott Rocks 013,10
M1,Electronic Funk,3:59,128.6,1997,Fast Dance,../track/HOTTRACK_058/HOTTRACK_058-05.html,Hott Tracks 058,5
INXS,Elegantly Wasted,3:52,110.0,1997,Rock/Pop,../track/HOTTROCK_014/HOTTROCK_014-03.html,Hott Rocks 014,3
INXS,Elegantly Wasted,3:52,110.0,1997,Rock/Pop,../track/POBO1997_003/POBO1997_003-08.html,Promo Only - Best of 1997 - Disc 3,8
Holly McNarland,Elmo,3:32,117.6,1997,Rock,../track/HOTTROCK_022/HOTTROCK_022-16.html,Hott Rocks 022,16
Denis Leary,Elvis and I,4:23,161.1,1997,Comedy,../track/DENLEARY_LNL/DENLEARY_LNL-09.html,Lock 'N Load,9
The Smashing Pumpkins,The End Is the Beginning Is the End,5:06,120.0,1997,Rock/Soundtrack,../track/HOTTROCK_017/HOTTROCK_017-01.html,Hott Rocks 017,1
Great Big Sea,End of the World,2:45,130.3,1997,Rock/Folk,../track/GRBIGSEA_PLY/GRBIGSEA_PLY-07.html,Play,7
3T,Endless Christmas,4:11,163.5,1997,Christmas/Pop,../track/XMSPSTAR_001/XMSPSTAR_001-06.html,Superstar Christmas,6
Limi-T 21,Eres Mi Chica,3:47,128.6,1997,Latin,../track/MERENGMX_001/MERENGMX_001-09.html,Merengue Mixes Y Mas Mixes...,9
Green Day,Espionage,3:23,134.6,1997,Soundtrack/Rock,../track/AUSTPOWR_ST2/AUSTPOWR_ST2-07.html,Austin Powers - The Spy Who Shagged Me,7
Various Artists,ESPN Presents the Jock Jam,3:15,125.9,1997,Electronica,../track/DTRANDOM_029/DTRANDOM_029-20.html,Dance Time - Random Tracks - 029,20
Mychael Danna,The Eternal Triangle,2:12,100.9,1997,Soundtrack,../track/KAMSUTRA_ST1/KAMSUTRA_ST1-07.html,Kama Sutra: A Tale of Love - Original Motion Picture Soundtrack,7
