artist,song,time,bpm,year,genre,details,album,track num
Ella Fitzgerald,You're the Top [Alternative Take],2:09,130.3,1997,Jazz,../track/ELLAFITZ_CPB/ELLAFITZ_CPB-17.html,The Cole Porter Song Book - Disc B,17
Shania Twain,You've Got a Way,3:26,132.7,1997,Country,../track/SHANIATW_COO/SHANIATW_COO-16.html,Come On Over,16
White Town,Your Woman,4:16,102.9,1997,Pop/Rock,../track/HOTTRACK_039/HOTTRACK_039-17.html,Hott Tracks 039,17
White Town,Your Woman,4:17,102.9,1997,Pop/Rock,../track/POBO1997_003/POBO1997_003-18.html,Promo Only - Best of 1997 - Disc 3,18
Queensryche,You,3:53,131.9,1997,Rock,../track/HOTTROCK_018/HOTTROCK_018-02.html,Hott Rocks 018,2
Yvonne,Yvonne [Extended Mix],7:19,138.1,1997,Latin,../track/MERENGMX_001/MERENGMX_001-10.html,Merengue Mixes Y Mas Mixes...,10
Yvonne,Yvonne [Radio Mix],5:20,138.6,1997,Latin,../track/MERENGMX_001/MERENGMX_001-11.html,Merengue Mixes Y Mas Mixes...,11
Cherry Poppin' Daddies,Zoot Suit Riot,3:53,184.1,1997,Rock/Jazz,../track/FULLSWNG_001/FULLSWNG_001-20.html,Promo Only - Full Swing - Act 1,20
Bone Thugs-N-Harmony,1st of Tha Month [K&D Session],5:49,147.8,1998,Electronica,../track/KRUDDORF_KDB/KRUDDORF_KDB-07.html,Kruder & Dorfmeister - K&D Sessions - Disc B,7
Eleven & Seven,3AM Massive,4:58,135.0,1998,Dance 1990s,../track/RCLUB098_004/RCLUB098_004-11.html,Promo Only (US) - Rhythm Club - 1998 04 Apr,11
Boyz II Men,4 Seasons of Loneliness,4:53,98.4,1998,R&B/Pop,../track/HITZONE__004/HITZONE__004-06.html,Hit Zone 4,6
BKS,4 Your Love [Air Play Edit],3:59,126.0,1998,Dance 2000s,../track/BKS______GH1/BKS______GH1-07.html,The Best of Bks,7
BKS,4 Your Love [Todd Terry's Rubber Room Mix],6:03,124.6,1998,Electronica,../track/BKS______GH1/BKS______GH1-15.html,The Best of Bks,15
Steps,"5, 6, 7, 8",3:22,140.0,1998,Pop,../track/CLUBCUTZ_101/CLUBCUTZ_101-14.html,Chris Sheppard - Club Cutz 101,14
Jocelyn Enriquez,A Little Bit of Ecstasy,3:59,131.5,1998,Soundtrack,../track/NROXBURY_ST1/NROXBURY_ST1-12.html,A Night at the Roxbury,12
*NSYNC,A Little More Time on You,4:00,84.0,1998,Pop,../track/HOTSTUFF_015/HOTSTUFF_015-20.html,Dance Time - Hot Stuff - 015,20
Jack-N-House,A Man With a Horn,5:05,126.3,1998,Dance 1990s,../track/UCLUB098_008/UCLUB098_008-06.html,Promo Only (US) - Underground Club - 1998 08 Aug,6
George Michael,A Moment With You,5:42,142.6,1998,Pop,../track/GMICHAEL_GH2/GMICHAEL_GH2-09.html,Ladies & Gentlemen - Heart,9
Disney Cast,A Pirate's Life (From Peter Pan),0:32,93.4,1998,Soundtrack,../track/DTRANDOM_017/DTRANDOM_017-06.html,Dance Time - Random Tracks - 017,6
Depeche Mode,A Question of Time,4:00,140.3,1998,Rock/Pop,../track/DEPCHMOD_G1A/DEPCHMOD_G1A-03.html,The Singles 86 - 98 - Disc A,3
Aretha Franklin,A Rose Is Still a Rose,6:55,123.0,1998,Soul,../track/MCLUB098_005/MCLUB098_005-01.html,Promo Only (US) - Mainstream Club - 1998 05 May,1
Dean Martin,A Winter Romance,3:02,92.0,1998,Christmas,../track/XMHIPHOL_002/XMHIPHOL_002-02.html,Hip Holiday - Disc 2,2
Fatboy Slim,Acid 8000,7:30,129.7,1998,Electronica,../track/FATBYSLM_YCL/FATBYSLM_YCL-11.html,"You've Come a Long Way, Baby",11
Samuel Barber,Adagio for Strings,7:24,117.3,1998,Classical,../track/CMPWEDNG_01B/CMPWEDNG_01B-13.html,The Complete Wedding Album B,13
Tomaso Albinoni,Adagio in G Minor for Strings,7:31,131.4,1998,Classical,../track/CMPWEDNG_01B/CMPWEDNG_01B-11.html,The Complete Wedding Album B,11
Sarah McLachlan,Adia,3:50,151.9,1998,Rock,../track/RADIO098_04A/RADIO098_04A-12.html,Promo Only - Mainstream Radio - 1998 04 Apr,12
The Outhere BrothersFeaturingGerardo,Ae - Ah,5:01,128.0,1998,Rap,../track/RCLUB098_009/RCLUB098_009-10.html,Promo Only (US) - Rhythm Club - 1998 09 Sep,10
Phil Collins,Against All Odds,3:25,116.2,1998,Rock/Pop,../track/PHLCOLNS_GH1/PHLCOLNS_GH1-07.html,...Hits,7
Lutricia McNeal,Ain't That Just the Way,3:02,87.0,1998,Pop,../track/ESSENTLS_017/ESSENTLS_017-06.html,The Essential Series (UK) 17,6
Lutricia McNeal,Ain't That Just the Way,8:17,136.0,1998,Dance 1990s,../track/MCLUB098_004/MCLUB098_004-08.html,Promo Only (US) - Mainstream Club - 1998 Apr,8
Georg Frederic Handel,Air (From Water Music),3:00,100.0,1998,Classical,../track/CMPWEDNG_01A/CMPWEDNG_01A-13.html,The Complete Wedding Album A,13
Bjork,Alarm Call,3:20,118.0,1998,Soundtrack/Rock,../track/RADIO098_12A/RADIO098_12A-15.html,Promo Only (UK) - Mainstream Radio - 1998 12 Dec,15
Barenaked Ladies,Alcohol,3:43,143.0,1998,Rock/Pop,../track/BARENKDL_STN/BARENKDL_STN-06.html,Stunt,6
Oasis,All Around the World,4:49,82.0,1998,Rock,../track/HITZONE__004/HITZONE__004-08.html,Hit Zone 4,8
Estee,All Because of You,5:04,127.0,1998,Dance 1990s,../track/RCLUB098_009/RCLUB098_009-09.html,Promo Only (US) - Rhythm Club - 1998 09 Sep,9
AIR,All I Need,4:28,95.0,1998,Electronica,../track/DTRANDOM_025/DTRANDOM_025-02.html,Dance Time - Random Tracks - 025,2
Julio Iglesias,All of You,4:02,85.9,1998,TBD,../track/HOTSTUFF_026/HOTSTUFF_026-07.html,Dance Time - Hot Stuff - 026,7
Boyzone,All the Time in the World,4:13,153.8,1998,Pop,../track/RADIO098_09A/RADIO098_09A-10.html,Promo Only (US) - Mainstream Radio - 1998 Sep,10
Pearl Jam,All Those Yesterdays,7:47,134.3,1998,Rock,../track/PEARLJAM_YLD/PEARLJAM_YLD-13.html,Yield,13
Willie Nelson,Always on My Mind,3:33,143.4,1998,Country,../track/WILNELSN_GH1/WILNELSN_GH1-07.html,16 Biggest Hits,7
Sheryl Crow,Am I Getting Through (Parts 1 & 2),5:32,143.9,1998,Rock,../track/SHRYLCRW_TGS/SHRYLCRW_TGS-06.html,The Globe Sessions,6
Willie Nelson,Angel Flying Too Close to the Ground,4:24,135.8,1998,Country,../track/WILNELSN_GH1/WILNELSN_GH1-14.html,16 Biggest Hits,14
Massive Attack,Angel,6:20,107.3,1998,Electronica,../track/MASSATCK_MEZ/MASSATCK_MEZ-01.html,Mezzanine,1
Sarah McLachlan,Angel,4:28,116.7,1998,Rock/Soundtrack,../track/RADIO098_09A/RADIO098_09A-09.html,Promo Only (US) - Mainstream Radio - 1998 Sep,9
Sarah McLachlan,Angel,4:30,117.0,1998,Soundtrack/Rock,../track/WOMNSONG_005/WOMNSONG_005-10.html,Women & Songs 5,10
Steven Tyler&Liv Tyler&Ben Affleck,Animal Crackers,2:35,106.0,1998,Soundtrack,../track/ARMAGEDN_ST1/ARMAGEDN_ST1-14.html,Armageddon,14
Dakota Moon,Another Day Goes By,3:31,102.9,1998,Pop,../track/RADIO098_07A/RADIO098_07A-17.html,Promo Only (US) - Mainstream Radio - 1998 Jul,17
Celine Dion,Another Year Has Gone By,3:25,97.8,1998,Christmas/Pop,../track/XMULTHOL_001/XMULTHOL_001-01.html,Ultimate Holiday Collection - Disc 1,1
Andy Ling,Anuna,10:41,137.6,1998,Dance 1990s,../track/ICLUB098_004/ICLUB098_004-09.html,Promo Only (US) - Import Club - 1998 04 Apr,9
Sheryl Crow,Anything But Down,4:18,121.2,1998,Rock/Pop,../track/SHRYLCRW_TGS/SHRYLCRW_TGS-07.html,The Globe Sessions,7
Brian McKnight,Anytime,3:33,135.1,1998,Pop,../track/MUCHDNCE_099/MUCHDNCE_099-15.html,Much Dance 99,15
Backstreet Boys,Anywhere for You,4:40,129.7,1998,Pop/Rock,../track/HITZONE__004/HITZONE__004-07.html,Hit Zone 4,7
The Matthew Good Band,Apparitions [Edit],4:06,147.5,1998,Rock,../track/BIGSHINY_003/BIGSHINY_003-04.html,Big Shiny Tunes 3,4
Jools Holland,Architectural Number,6:33,119.0,1998,Blues/Rock,../track/JOOLSHLD_GH1/JOOLSHLD_GH1-19.html,The Best Of,19
Aaliyah,Are You That Somebody?,4:10,138.1,1998,Pop,../track/RADIO098_09A/RADIO098_09A-11.html,Promo Only (US) - Mainstream Radio - 1998 Sep,11
Xscape,The Arms of the One Who Loves You,4:12,115.4,1998,R&B/Pop,../track/RADIO098_04A/RADIO098_04A-01.html,Promo Only - Mainstream Radio - 1998 04 Apr,1
Edwin McCain,Artist Drop,0:09,106.6,1998,Spoken,../track/RADIO098_07A/RADIO098_07A-23.html,Promo Only (US) - Mainstream Radio - 1998 Jul,23
*NSYNC,Artist Drop,0:06,147.7,1998,Spoken,../track/RADIO098_07A/RADIO098_07A-06.html,Promo Only (US) - Mainstream Radio - 1998 Jul,6
Vonda Shepard,Artist Drop,0:08,115.2,1998,Spoken,../track/RADIO098_07A/RADIO098_07A-24.html,Promo Only (US) - Mainstream Radio - 1998 Jul,24
Tracy Lawrence,As Any Fool Can See,3:04,122.8,1998,Country,../track/TTLCNTRY_001/TTLCNTRY_001-06.html,Total Country,6
Brian Setzer Orchestra,As Long As I'm Singin',4:03,111.8,1998,Jazz/Rock,../track/BRSETZER_TDB/BRSETZER_TDB-13.html,The Dirty Boogie,13
Backstreet Boys,As Long as You Love Me,5:11,129.3,1998,Electronica,../track/GROOVEST_004/GROOVEST_004-13.html,Groove Station 4,13
Master 'Mixin' Mando,Asi (Like This Like That),4:44,132.0,1998,Dance 1990s,../track/RCLUB098_009/RCLUB098_009-11.html,Promo Only (US) - Rhythm Club - 1998 09 Sep,11
Vonda Shepard,Ask the Lonely,2:43,104.2,1998,Rock/Pop,../track/VONDSHEP_AMB/VONDSHEP_AMB-02.html,Songs From Ally McBeal,2
BKS,Astroplane,3:54,130.0,1998,Electronica,../track/BKS______GH1/BKS______GH1-01.html,The Best of Bks,1
R.E.M.,At My Most Beautiful,3:36,97.8,1998,Rock,../track/REM______GH2/REM______GH2-17.html,The Best of R.E.M. 1988-2003,17
The Smashing Pumpkins,Ava Adore,4:19,159.9,1998,Rock,../track/BIGSHINY_003/BIGSHINY_003-01.html,Big Shiny Tunes 3,1
Franz Schubert,Ave Maria,4:09,121.3,1998,Classical,../track/CMPWEDNG_01A/CMPWEDNG_01A-08.html,The Complete Wedding Album A,8
Johann Sebastian Bach&Charles Gounod,Ave Maria,3:06,119.2,1998,Classical,../track/CMPWEDNG_01B/CMPWEDNG_01B-03.html,The Complete Wedding Album B,3
Ruffneck,Baby U,5:19,125.0,1998,Dance 1990s,../track/UCLUB098_005/UCLUB098_005-03.html,Promo Only (US) - Underground Club - 1998 05 May,3
Berretta Bros,Babylon Nation,9:12,136.0,1998,Dance 1990s,../track/RCLUB098_005/RCLUB098_005-13.html,Promo Only (US) - Rhythm Club - 1998 05 May,13
Bryan Adams,Back to You,4:22,125.7,1998,Rock/Pop,../track/HITZONE__004/HITZONE__004-15.html,Hit Zone 4,15
CZRFeaturingDarryl Pandy,Bad Enough,7:12,129.0,1998,Dance 1990s,../track/UCLUB098_009/UCLUB098_009-08.html,Promo Only (US) - Underground Club - 1998 09 Sep,8
Juliet Roberts,Bad Girls,7:45,122.3,1998,Dance 1990s,../track/MCLUB098_012/MCLUB098_012-02.html,Promo Only (UK) - Mainstream Club - 1998 12 Dec,2
Chayanne,Baila Baila,4:20,127.5,1998,World,../track/LATINMIX_US1/LATINMIX_US1-07.html,Latin Mix Usa,7
Cor Fuhler&Han Bennink&Wilbert De Joode,Balladeon,8:29,102.7,1998,TBD,../track/FUHLRBDJ_BEL/FUHLRBDJ_BEL-02.html,Bellagram,2
El Teddy,Bamboleo,5:14,125.5,1998,Dance 1990s,../track/RCLUB098_007/RCLUB098_007-07.html,Promo Only (US) - Rhythm Club - 1998 07 Jul,7
Bamboo,Bamboogie [Radio Edit],3:32,127.9,1998,Electronica,../track/CLUBCUTZ_101/CLUBCUTZ_101-12.html,Chris Sheppard - Club Cutz 101,12
Bamboo,Bamboogie [Radio Edit],3:15,127.9,1998,Soundtrack,../track/NROXBURY_ST1/NROXBURY_ST1-02.html,A Night at the Roxbury,2
Kenlou,Bangin',7:40,126.0,1998,Dance 1990s,../track/UCLUB098_004/UCLUB098_004-04.html,Promo Only (US) - Underground Club - 1998 04 Apr,4
Depeche Mode,Barrel of a Gun,5:27,83.0,1998,Rock/Pop,../track/DEPCHMOD_G1B/DEPCHMOD_G1B-05.html,The Singles 86 - 98 - Disc B,5
sparkleFeaturingR. Kelly,Be Careful,5:15,110.0,1998,R&B,../track/RADIO098_07A/RADIO098_07A-09.html,Promo Only (US) - Mainstream Radio - 1998 Jul,9
La Bouche,Be My Lover [Club Mix],5:35,135.1,1998,Soundtrack,../track/NROXBURY_ST1/NROXBURY_ST1-08.html,A Night at the Roxbury,8
First Life,Be One of Us,8:01,127.9,1998,Dance 1990s,../track/ICLUB098_006/ICLUB098_006-02.html,Promo Only (US) - Import Club - 1998 06 Jun,2
Stars on 45,Beatles Medley,6:59,122.9,1998,Rock,../track/HOTSTUFF_024/HOTSTUFF_024-06.html,Dance Time - Hot Stuff - 024,6
Jools Holland,Beatroute,2:23,84.4,1998,Blues/Jazz,../track/JOOLSHLD_GH1/JOOLSHLD_GH1-02.html,The Best Of,2
Hypertrophy,Beautiful Day,5:21,130.0,1998,Dance 1990s,../track/MCLUB098_006/MCLUB098_006-06.html,Promo Only (US) - Mainstream Club - 1998 06 Jun,6
Mandalay,Beautiful [Canny 12'' Mix],4:21,148.0,1998,Electronica,../track/CHILLOUT_M02/CHILLOUT_M02-11.html,Chill Out Mix 2,11
Puff Daddy & The Family,Been Around the World,5:07,129.8,1998,Electronica,../track/GROOVEST_004/GROOVEST_004-10.html,Groove Station 4,10
Depeche Mode,Behind the Wheel,4:02,125.1,1998,Rock/Pop,../track/DEPCHMOD_G1A/DEPCHMOD_G1A-06.html,The Singles 86 - 98 - Disc A,6
Amanda Marshall,Believe in You,4:26,155.3,1998,Rock/Pop,../track/HOTSTUFF_011/HOTSTUFF_011-01.html,Dance Time - Hot Stuff - 011,1
Cher,Believe [Remix],7:35,136.0,1998,Pop,../track/HOTSTUFF_018/HOTSTUFF_018-04.html,Dance Time - Hot Stuff - 018,4
Cor Fuhler&Han Bennink&Wilbert De Joode,Bellagram,4:48,151.5,1998,TBD,../track/FUHLRBDJ_BEL/FUHLRBDJ_BEL-04.html,Bellagram,4
Kenny Loggins,The Bells of Christmas,6:02,127.1,1998,Christmas/Rock,../track/XMULTHOL_001/XMULTHOL_001-10.html,Ultimate Holiday Collection - Disc 1,10
Merenbooty Girls,Bien Pegaito [Radio Mix],4:23,130.0,1998,World,../track/LATINMIX_US1/LATINMIX_US1-09.html,Latin Mix Usa,9
Emilia,Big Big World,3:22,88.0,1998,Pop,../track/RADIO098_12A/RADIO098_12A-13.html,Promo Only (UK) - Mainstream Radio - 1998 12 Dec,13
Jools Holland,Birdcage Walk,3:44,119.0,1998,Blues/Rock,../track/JOOLSHLD_GH1/JOOLSHLD_GH1-14.html,The Best Of,14
Massive Attack,Black Milk,6:21,84.0,1998,Electronica,../track/MASSATCK_MEZ/MASSATCK_MEZ-08.html,Mezzanine,8
DJ Icey,Blackjack,4:56,130.0,1998,Dance 1990s,../track/RCLUB098_004/RCLUB098_004-07.html,Promo Only (US) - Rhythm Club - 1998 04 Apr,7
Willie Nelson,Blue Eyes Crying in the Rain,2:20,116.8,1998,Country,../track/WILNELSN_GH1/WILNELSN_GH1-01.html,16 Biggest Hits,1
Kenny Wayne Shepherd,Blue on Black,4:06,156.5,1998,TBD,../track/RADIO098_04A/RADIO098_04A-17.html,Promo Only - Mainstream Radio - 1998 04 Apr,17
Willie Nelson,Blue Skies,3:34,84.1,1998,Country,../track/WILNELSN_GH1/WILNELSN_GH1-04.html,16 Biggest Hits,4
Knowtoryus,Bomberclaad Joint [K&D Session],3:47,124.2,1998,Electronica,../track/KRUDDORF_KDB/KRUDDORF_KDB-09.html,Kruder & Dorfmeister - K&D Sessions - Disc B,9
Kruder & Dorfmeister,Boogie Woogie,3:20,103.9,1998,Electronica,../track/KRUDDORF_KDB/KRUDDORF_KDB-05.html,Kruder & Dorfmeister - K&D Sessions - Disc B,5
Diana Ross,The Boss,3:49,123.0,1998,Pop/Soundtrack,../track/STUDIO54_STA/STUDIO54_STA-03.html,54: Music From the Miramax Motion Picture - Disc A,3
Brandy&Monica,The Boy Is Mine,3:59,93.0,1998,Pop,../track/ESSENTLS_018/ESSENTLS_018-20.html,The Essential Series (UK) 18,20
Brandy&Monica,The Boy Is Mine,3:59,93.0,1998,Pop,../track/RADIO098_05A/RADIO098_05A-04.html,Promo Only (US) - Mainstream Radio - 1998 May,4
Pearl Jam,Brain of J.,2:59,85.3,1998,Rock,../track/PEARLJAM_YLD/PEARLJAM_YLD-01.html,Yield,1
Savage Garden,Break Me Shake Me,3:23,110.2,1998,Rock/Pop,../track/RADIO098_04A/RADIO098_04A-15.html,Promo Only - Mainstream Radio - 1998 04 Apr,15
Richard Wagner,Bridal Chorus (From Lohengrin),4:47,135.9,1998,Classical,../track/CMPWEDNG_01B/CMPWEDNG_01B-14.html,The Complete Wedding Album B,14
Love Inc.,Broken Bones,5:35,132.0,1998,Electronica,../track/CLUBCUTZ_101/CLUBCUTZ_101-17.html,Chris Sheppard - Club Cutz 101,17
Love Inc.,Broken Bones,4:01,131.9,1998,Electronica,../track/GROOVEST_004/GROOVEST_004-09.html,Groove Station 4,9
The Blue BottlesFeaturingDuncan Faure,Brother,3:19,109.3,1998,TBD,../track/RADIO098_06A/RADIO098_06A-19.html,Promo Only (US) - Mainstream Radio - 1998 Jun,19
Cherry Poppin' Daddies,Brown Derby Jump,3:00,100.1,1998,Rock,../track/FULLSWNG_002/FULLSWNG_002-06.html,Promo Only - Full Swing - Act 2,6
Bomb the Bass,Bug Powder Dust [K&D Session],7:20,99.2,1998,Electronica,../track/KRUDDORF_KDA/KRUDDORF_KDA-05.html,Kruder & Dorfmeister - K&D Sessions - Disc A,5
Bomb the Bass,Bug Powder Dust [Dub],6:20,98.9,1998,Electronica,../track/KRUDDORF_KDB/KRUDDORF_KDB-04.html,Kruder & Dorfmeister - K&D Sessions - Disc B,4
Fatboy Slim,Build It Up - Tear It Down,5:05,144.7,1998,Electronica,../track/FATBYSLM_YCL/FATBYSLM_YCL-05.html,"You've Come a Long Way, Baby",5
The Foundations,Build Me Up Buttercup [With Dialogue],2:57,130.9,1998,Pop/Rock,../track/RADIO098_09A/RADIO098_09A-18.html,Promo Only (US) - Mainstream Radio - 1998 Sep,18
A-Town PlayersFeaturingDJ Taz,The Bump,4:57,139.0,1998,Rock,../track/RCLUB098_009/RCLUB098_009-14.html,Promo Only (US) - Rhythm Club - 1998 09 Sep,14
Kyle Davis,Buried Alive,3:40,92.4,1998,Rock/Pop,../track/RADIO098_06A/RADIO098_06A-16.html,Promo Only (US) - Mainstream Radio - 1998 Jun,16
The Black Crowes,By Your Side,4:28,104.6,1998,Rock,../track/BLKCROWS_BYS/BLKCROWS_BYS-03.html,By Your Side,3
B*Witched,C'Est La Vie,2:51,109.0,1998,Pop/Rock,../track/ESSENTLS_020/ESSENTLS_020-14.html,The Essential Series (UK) 20,14
B*Witched,C'Est La Vie,2:51,109.0,1998,Pop,../track/GIRLFRND_001/GIRLFRND_001-01.html,Girlfriend,1
John Kander,Cabaret [New Broadway Cast],4:15,114.0,1998,Soundtrack,../track/CABARET__ST1/CABARET__ST1-18.html,Cabaret - The New Broadway Cast Recording,18
Liquid Soul,CABBAge Roll,4:45,119.9,1998,Jazz,../track/LIQDSOUL_MSN/LIQDSOUL_MSN-07.html,Make Some Noise,7
Barenaked Ladies,Call And Answer,5:48,90.0,1998,Rock/Pop,../track/BARENKDL_GH1/BARENKDL_GH1-09.html,All Their Greatest Hits,9
Barenaked Ladies,Call And Answer,5:49,90.0,1998,Rock/Pop,../track/BARENKDL_STN/BARENKDL_STN-07.html,Stunt,7
Joe Zangie&Samantha Gervasio,Can You Feel the Love,4:06,126.0,1998,Dance 1990s,../track/RCLUB098_005/RCLUB098_005-06.html,Promo Only (US) - Rhythm Club - 1998 05 May,6
First Base,Can You Keep a Secret,4:18,144.0,1998,Electronica,../track/GROOVEST_004/GROOVEST_004-06.html,Groove Station 4,6
Modern Romance,Can You Move,7:52,126.0,1998,Dance 1990s,../track/UCLUB098_004/UCLUB098_004-05.html,Promo Only (US) - Underground Club - 1998 04 Apr,5
Smash Mouth,Can't Get Enough of You Baby,2:31,123.6,1998,Soundtrack/Rock,../track/RADIO098_07A/RADIO098_07A-05.html,Promo Only (US) - Mainstream Radio - 1998 Jul,5
Lauryn Hill,Can't Take My Eyes Off of You,3:41,133.4,1998,R&B,../track/HOTSTUFF_013/HOTSTUFF_013-03.html,Dance Time - Hot Stuff - 013,3
Rockell,Can't We Try,4:11,132.1,1998,Electronica,../track/RADIO098_06A/RADIO098_06A-18.html,Promo Only (US) - Mainstream Radio - 1998 Jun,18
Madonna,Candy Perfume Girl,4:36,97.1,1998,Pop,../track/MADONNA__RAY/MADONNA__RAY-04.html,Ray Of Light,4
Johann Pachelbel,Canon in D Major,5:10,92.0,1998,Classical,../track/CMPWEDNG_01A/CMPWEDNG_01A-09.html,The Complete Wedding Album A,9
Dino Latino,Caramelo,6:42,131.0,1998,Dance 1990s,../track/RCLUB098_005/RCLUB098_005-10.html,Promo Only (US) - Rhythm Club - 1998 05 May,10
Tamia,Careless Whisper,5:27,150.5,1998,Soundtrack,../track/NROXBURY_ST1/NROXBURY_ST1-14.html,A Night at the Roxbury,14
Dario G,Carnaval De Paris,5:05,135.0,1998,Electronica,../track/ESSENTLS_010/ESSENTLS_010-09.html,The Essential Series (UK) 10,9
The Ananda Project,Cascades of Colour - Destination,8:16,124.4,1998,Dance 1990s,../track/UCLUB098_006/UCLUB098_006-02.html,Promo Only (US) - Underground Club - 1998 06 Jun,2
The Ananda ProjectFeaturingGaelle Adisson,Cascades of Colour,6:43,122.0,1998,Dance 1990s,../track/UCLUB098_004/UCLUB098_004-02.html,Promo Only (US) - Underground Club - 1998 04 Apr,2
Arnold,Catherine Day,8:04,151.8,1998,Rock,../track/ARNOLD___HIL/ARNOLD___HIL-14.html,Hillside,14
Hole,Celebrity Skin,2:43,134.1,1998,Rock,../track/BIGSHN90_02B/BIGSHN90_02B-02.html,Big Shiny 90s 2 - Disc B,2
Flipmode Squad,Cha Cha Cha,3:42,95.6,1998,R&B,../track/RCLUB098_008/RCLUB098_008-05.html,Promo Only (US) - Rhythm Club - 1998 08 Aug,5
Dr. Buzzard's Original Savannah Band,Cherchez La Femme - Se Si Bon,5:40,115.1,1998,Electronica/Soundtrack,../track/STUDIO54_STB/STUDIO54_STB-15.html,54: Music From the Miramax Motion Picture - Disc B,15
Wyclef Jean,Chickenhead,4:30,93.0,1998,Rap/Reggae,../track/RCLUB098_008/RCLUB098_008-04.html,Promo Only (US) - Rhythm Club - 1998 08 Aug,4
Sinead O'Connor,Chiquitita,4:17,147.9,1998,Pop,../track/RADIO098_12A/RADIO098_12A-19.html,Promo Only (UK) - Mainstream Radio - 1998 12 Dec,19
Chef,Chocolate Salty Balls (P.S. I Love You),3:36,121.2,1998,Pop,../track/RADIO098_12A/RADIO098_12A-11.html,Promo Only (UK) - Mainstream Radio - 1998 12 Dec,11
Dean Martin,The Christmas Blues,2:58,116.8,1998,Christmas,../track/XMHIPHOL_003/XMHIPHOL_003-05.html,Hip Holiday - Disc 3,5
Celine Dion,The Christmas Song (Chestnuts Roasting on an Open Fire),4:14,139.3,1998,Christmas,../track/XMULTHOL_008/XMULTHOL_008-01.html,Ultimate Holiday Collection - Volume Two - Disc 2,1
*NSYNC,The Christmas Song (Chestnuts Roasting on an Open Fire),3:14,102.5,1998,Christmas/Pop,../track/XMBESTOF_HL1/XMBESTOF_HL1-04.html,The Best of the Holidays - Disc 1,4
*NSYNC,The Christmas Song (Chestnuts Roasting on an Open Fire),3:15,102.4,1998,Christmas/Pop,../track/XMULTHOL_010/XMULTHOL_010-08.html,Ultimate Holiday Collection - Volume Two - Disc 4,8
Shawn Colvin,Christmas Time Is Here,2:37,103.9,1998,Christmas/Rock,../track/XMULTHOL_001/XMULTHOL_001-06.html,Ultimate Holiday Collection - Disc 1,6
Willie Nelson,City of New Orleans,4:49,150.9,1998,Country,../track/WILNELSN_GH1/WILNELSN_GH1-08.html,16 Biggest Hits,8
Claude Debussy,Clair De Lune,4:50,119.9,1998,Slow,../track/CMPWEDNG_01B/CMPWEDNG_01B-05.html,The Complete Wedding Album B,5
Cleopatra,Cleopatra's Theme,3:50,103.7,1998,Pop,../track/RADIO098_05A/RADIO098_05A-17.html,Promo Only (US) - Mainstream Radio - 1998 May,17
Semisonic,Closing Time,4:33,92.4,1998,Rock,../track/BIGSHINY_003/BIGSHINY_003-05.html,Big Shiny Tunes 3,5
Semisonic,Closing Time,3:50,92.2,1998,Rock/Pop,../track/RADIO098_04A/RADIO098_04A-11.html,Promo Only - Mainstream Radio - 1998 04 Apr,11
France Joli,Come to Me,4:11,132.8,1998,Soundtrack/Pop,../track/STUDIO54_STB/STUDIO54_STB-08.html,54: Music From the Miramax Motion Picture - Disc B,8
Depeche Mode,Condemnation,3:23,116.0,1998,Rock,../track/DEPCHMOD_G1B/DEPCHMOD_G1B-03.html,The Singles 86 - 98 - Disc B,3
New Order,Confusion [Pump Panel Reconstruction Mix],10:11,136.2,1998,Electronica,../track/POWERTRK_170/POWERTRK_170-11.html,Power Trakks 170,11
Liquid Soul,Cookie's Puss,4:18,128.8,1998,Jazz,../track/LIQDSOUL_MSN/LIQDSOUL_MSN-09.html,Make Some Noise,9
Cor Fuhler&Han Bennink&Wilbert De Joode,Cordial 68224 Etc.,0:40,96.4,1998,TBD,../track/FUHLRBDJ_BEL/FUHLRBDJ_BEL-13.html,Bellagram,13
This Perfect Day,Could Have Been Friends,3:57,132.2,1998,Rock/Pop,../track/RADIO098_04A/RADIO098_04A-14.html,Promo Only - Mainstream Radio - 1998 04 Apr,14
Jennifer Lopez,Could This Be Love,4:24,156.0,1998,Pop/R&B,../track/JENLOPEZ_OT6/JENLOPEZ_OT6-06.html,On The 6,6
Arnold,Country Biscuit,1:01,108.1,1998,Rock,../track/ARNOLD___HIL/ARNOLD___HIL-05.html,Hillside,5
Kid Rock,Cowboy,4:06,83.4,1998,Rock,../track/BIGSHN90_01A/BIGSHN90_01A-06.html,Big Shiny 90s - Disc A,6
Sheryl Crow,Crash And Burn,6:36,107.8,1998,Rock,../track/SHRYLCRW_TGS/SHRYLCRW_TGS-11.html,The Globe Sessions,11
Alana Davis,Crazy,4:21,115.5,1998,Rock,../track/RADIO098_05A/RADIO098_05A-13.html,Promo Only (US) - Mainstream Radio - 1998 May,13
Cor Fuhler&Han Bennink&Wilbert De Joode,Crikeyboards,6:48,125.1,1998,TBD,../track/FUHLRBDJ_BEL/FUHLRBDJ_BEL-09.html,Bellagram,9
Fiona Apple,Criminal,4:43,89.9,1998,Rock/Pop,../track/HITZONE__004/HITZONE__004-09.html,Hit Zone 4,9
Ace of Base,Cruel Summer,3:42,111.3,1998,Pop,../track/MUCHDNCE_099/MUCHDNCE_099-03.html,Much Dance 99,3
